OMRÅDE;OVERTRÆD;TID;INDHOLD
Aarhus;Nature of the offence, total;2019Q2;6607
Aarhus;Nature of the offence, total;2019Q3;8277
Aarhus;Nature of the offence, total;2019Q4;7050
Aarhus;Nature of the offence, total;2020Q1;6553
Aarhus;Nature of the offence, total;2020Q2;6016
Aarhus;Nature of the offence, total;2020Q3;7809
Aarhus;Nature of the offence, total;2020Q4;6598
Aarhus;Nature of the offence, total;2021Q1;5092
Aarhus;Nature of the offence, total;2021Q2;5974
Aarhus;Nature of the offence, total;2021Q3;6567
Aarhus;Nature of the offence, total;2021Q4;7928
Aarhus;Nature of the offence, total;2022Q1;6831
Aarhus;Nature of the offence, total;2022Q2;8055
Aarhus;Nature of the offence, total;2022Q3;7360
Aarhus;Nature of the offence, total;2022Q4;8057
Aarhus;Nature of the offence, total;2023Q1;7800
Aarhus;Nature of the offence, total;2023Q2;7427
Aarhus;Nature of the offence, total;2023Q3;7363
Aarhus;Nature of the offence, total;2023Q4;7275
Aarhus;Nature of the offence, total;2024Q1;7240
Aarhus;Nature of the offence, total;2024Q2;8025
Aarhus;Nature of the offence, total;2024Q3;8560
Aarhus;Nature of the offence, total;2024Q4;7676
Aarhus;Nature of the offence, total;2025Q1;7018
Aarhus;Nature of the offence, total;2025Q2;6867
Aarhus;Nature of the offence, total;2025Q3;7133
Aarhus;Nature of the offence, total;2025Q4;6413
Herning;Nature of the offence, total;2007Q1;1306
Herning;Nature of the offence, total;2007Q2;1445
Herning;Nature of the offence, total;2007Q3;1351
Herning;Nature of the offence, total;2007Q4;1388
Herning;Nature of the offence, total;2008Q1;1340
Herning;Nature of the offence, total;2008Q2;1584
Herning;Nature of the offence, total;2008Q3;1604
Herning;Nature of the offence, total;2008Q4;1662
Herning;Nature of the offence, total;2009Q1;1514
Herning;Nature of the offence, total;2009Q2;1672
Herning;Nature of the offence, total;2009Q3;1752
Herning;Nature of the offence, total;2009Q4;1783
Herning;Nature of the offence, total;2010Q1;1397
Herning;Nature of the offence, total;2010Q2;1554
Herning;Nature of the offence, total;2010Q3;1628
Herning;Nature of the offence, total;2010Q4;1548
Herning;Nature of the offence, total;2011Q1;1384
Herning;Nature of the offence, total;2011Q2;1370
Herning;Nature of the offence, total;2011Q3;1519
Herning;Nature of the offence, total;2011Q4;1588
Herning;Nature of the offence, total;2012Q1;1455
Herning;Nature of the offence, total;2012Q2;1441
Herning;Nature of the offence, total;2012Q3;1438
Herning;Nature of the offence, total;2012Q4;1578
Herning;Nature of the offence, total;2013Q1;1406
Herning;Nature of the offence, total;2013Q2;1306
Herning;Nature of the offence, total;2013Q3;1458
Herning;Nature of the offence, total;2013Q4;1502
Herning;Nature of the offence, total;2014Q1;1378
Herning;Nature of the offence, total;2014Q2;1243
Herning;Nature of the offence, total;2014Q3;1183
Herning;Nature of the offence, total;2014Q4;1313
Herning;Nature of the offence, total;2015Q1;1279
Herning;Nature of the offence, total;2015Q2;1197
Herning;Nature of the offence, total;2015Q3;1387
Herning;Nature of the offence, total;2015Q4;1490
Herning;Nature of the offence, total;2016Q1;1404
Herning;Nature of the offence, total;2016Q2;1345
Herning;Nature of the offence, total;2016Q3;1486
Herning;Nature of the offence, total;2016Q4;1497
Herning;Nature of the offence, total;2017Q1;1444
Herning;Nature of the offence, total;2017Q2;1644
Herning;Nature of the offence, total;2017Q3;1356
Herning;Nature of the offence, total;2017Q4;1414
Herning;Nature of the offence, total;2018Q1;1505
Herning;Nature of the offence, total;2018Q2;1493
Herning;Nature of the offence, total;2018Q3;1408
Herning;Nature of the offence, total;2018Q4;1598
Herning;Nature of the offence, total;2019Q1;1498
Herning;Nature of the offence, total;2019Q2;1314
Herning;Nature of the offence, total;2019Q3;1275
Herning;Nature of the offence, total;2019Q4;1504
Herning;Nature of the offence, total;2020Q1;1334
Herning;Nature of the offence, total;2020Q2;1047
Herning;Nature of the offence, total;2020Q3;1180
Herning;Nature of the offence, total;2020Q4;1043
Herning;Nature of the offence, total;2021Q1;957
Herning;Nature of the offence, total;2021Q2;1101
Herning;Nature of the offence, total;2021Q3;1109
Herning;Nature of the offence, total;2021Q4;1304
Herning;Nature of the offence, total;2022Q1;1159
Herning;Nature of the offence, total;2022Q2;1605
Herning;Nature of the offence, total;2022Q3;1448
Herning;Nature of the offence, total;2022Q4;1294
Herning;Nature of the offence, total;2023Q1;1419
Herning;Nature of the offence, total;2023Q2;1437
Herning;Nature of the offence, total;2023Q3;1407
Herning;Nature of the offence, total;2023Q4;1120
Herning;Nature of the offence, total;2024Q1;1089
Herning;Nature of the offence, total;2024Q2;1174
Herning;Nature of the offence, total;2024Q3;1328
Herning;Nature of the offence, total;2024Q4;1098
Herning;Nature of the offence, total;2025Q1;1016
Herning;Nature of the offence, total;2025Q2;1064
Herning;Nature of the offence, total;2025Q3;1116
Herning;Nature of the offence, total;2025Q4;1286
Holstebro;Nature of the offence, total;2007Q1;980
Holstebro;Nature of the offence, total;2007Q2;1090
Holstebro;Nature of the offence, total;2007Q3;1083
Holstebro;Nature of the offence, total;2007Q4;1091
Holstebro;Nature of the offence, total;2008Q1;1118
Holstebro;Nature of the offence, total;2008Q2;1054
Holstebro;Nature of the offence, total;2008Q3;1117
Holstebro;Nature of the offence, total;2008Q4;1195
Holstebro;Nature of the offence, total;2009Q1;1136
Holstebro;Nature of the offence, total;2009Q2;1131
Holstebro;Nature of the offence, total;2009Q3;1020
Holstebro;Nature of the offence, total;2009Q4;961
Holstebro;Nature of the offence, total;2010Q1;806
Holstebro;Nature of the offence, total;2010Q2;1071
Holstebro;Nature of the offence, total;2010Q3;1005
Holstebro;Nature of the offence, total;2010Q4;1047
Holstebro;Nature of the offence, total;2011Q1;952
Holstebro;Nature of the offence, total;2011Q2;911
Holstebro;Nature of the offence, total;2011Q3;964
Holstebro;Nature of the offence, total;2011Q4;1104
Holstebro;Nature of the offence, total;2012Q1;970
Holstebro;Nature of the offence, total;2012Q2;1056
Holstebro;Nature of the offence, total;2012Q3;980
Holstebro;Nature of the offence, total;2012Q4;983
Holstebro;Nature of the offence, total;2013Q1;884
Holstebro;Nature of the offence, total;2013Q2;937
Holstebro;Nature of the offence, total;2013Q3;895
Holstebro;Nature of the offence, total;2013Q4;1042
Holstebro;Nature of the offence, total;2014Q1;821
Holstebro;Nature of the offence, total;2014Q2;880
Holstebro;Nature of the offence, total;2014Q3;901
Holstebro;Nature of the offence, total;2014Q4;894
Holstebro;Nature of the offence, total;2015Q1;745
Holstebro;Nature of the offence, total;2015Q2;804
Holstebro;Nature of the offence, total;2015Q3;822
Holstebro;Nature of the offence, total;2015Q4;833
Holstebro;Nature of the offence, total;2016Q1;661
Holstebro;Nature of the offence, total;2016Q2;712
Holstebro;Nature of the offence, total;2016Q3;809
Holstebro;Nature of the offence, total;2016Q4;848
Holstebro;Nature of the offence, total;2017Q1;805
Holstebro;Nature of the offence, total;2017Q2;961
Holstebro;Nature of the offence, total;2017Q3;1212
Holstebro;Nature of the offence, total;2017Q4;1062
Holstebro;Nature of the offence, total;2018Q1;795
Holstebro;Nature of the offence, total;2018Q2;933
Holstebro;Nature of the offence, total;2018Q3;1118
Holstebro;Nature of the offence, total;2018Q4;945
Holstebro;Nature of the offence, total;2019Q1;1216
Holstebro;Nature of the offence, total;2019Q2;788
Holstebro;Nature of the offence, total;2019Q3;848
Holstebro;Nature of the offence, total;2019Q4;915
Holstebro;Nature of the offence, total;2020Q1;778
Holstebro;Nature of the offence, total;2020Q2;760
Holstebro;Nature of the offence, total;2020Q3;769
Holstebro;Nature of the offence, total;2020Q4;729
Holstebro;Nature of the offence, total;2021Q1;550
Holstebro;Nature of the offence, total;2021Q2;703
Holstebro;Nature of the offence, total;2021Q3;1129
Holstebro;Nature of the offence, total;2021Q4;834
Holstebro;Nature of the offence, total;2022Q1;667
Holstebro;Nature of the offence, total;2022Q2;803
Holstebro;Nature of the offence, total;2022Q3;668
Holstebro;Nature of the offence, total;2022Q4;805
Holstebro;Nature of the offence, total;2023Q1;868
Holstebro;Nature of the offence, total;2023Q2;780
Holstebro;Nature of the offence, total;2023Q3;989
Holstebro;Nature of the offence, total;2023Q4;820
Holstebro;Nature of the offence, total;2024Q1;650
Holstebro;Nature of the offence, total;2024Q2;704
Holstebro;Nature of the offence, total;2024Q3;787
Holstebro;Nature of the offence, total;2024Q4;865
Holstebro;Nature of the offence, total;2025Q1;797
Holstebro;Nature of the offence, total;2025Q2;816
Holstebro;Nature of the offence, total;2025Q3;679
Holstebro;Nature of the offence, total;2025Q4;883
Ikast-Brande;Nature of the offence, total;2007Q1;590
Ikast-Brande;Nature of the offence, total;2007Q2;621
Ikast-Brande;Nature of the offence, total;2007Q3;616
Ikast-Brande;Nature of the offence, total;2007Q4;701
Ikast-Brande;Nature of the offence, total;2008Q1;705
Ikast-Brande;Nature of the offence, total;2008Q2;701
Ikast-Brande;Nature of the offence, total;2008Q3;698
Ikast-Brande;Nature of the offence, total;2008Q4;673
Ikast-Brande;Nature of the offence, total;2009Q1;641
Ikast-Brande;Nature of the offence, total;2009Q2;630
Ikast-Brande;Nature of the offence, total;2009Q3;646
Ikast-Brande;Nature of the offence, total;2009Q4;760
Ikast-Brande;Nature of the offence, total;2010Q1;646
Ikast-Brande;Nature of the offence, total;2010Q2;747
Ikast-Brande;Nature of the offence, total;2010Q3;784
Ikast-Brande;Nature of the offence, total;2010Q4;896
Ikast-Brande;Nature of the offence, total;2011Q1;673
Ikast-Brande;Nature of the offence, total;2011Q2;824
Ikast-Brande;Nature of the offence, total;2011Q3;677
Ikast-Brande;Nature of the offence, total;2011Q4;794
Ikast-Brande;Nature of the offence, total;2012Q1;599
Ikast-Brande;Nature of the offence, total;2012Q2;648
Ikast-Brande;Nature of the offence, total;2012Q3;720
Ikast-Brande;Nature of the offence, total;2012Q4;700
Ikast-Brande;Nature of the offence, total;2013Q1;546
Ikast-Brande;Nature of the offence, total;2013Q2;557
Ikast-Brande;Nature of the offence, total;2013Q3;581
Ikast-Brande;Nature of the offence, total;2013Q4;590
Ikast-Brande;Nature of the offence, total;2014Q1;518
Ikast-Brande;Nature of the offence, total;2014Q2;514
Ikast-Brande;Nature of the offence, total;2014Q3;524
Ikast-Brande;Nature of the offence, total;2014Q4;528
Ikast-Brande;Nature of the offence, total;2015Q1;456
Ikast-Brande;Nature of the offence, total;2015Q2;365
Ikast-Brande;Nature of the offence, total;2015Q3;452
Ikast-Brande;Nature of the offence, total;2015Q4;531
Ikast-Brande;Nature of the offence, total;2016Q1;440
Ikast-Brande;Nature of the offence, total;2016Q2;490
Ikast-Brande;Nature of the offence, total;2016Q3;554
Ikast-Brande;Nature of the offence, total;2016Q4;732
Ikast-Brande;Nature of the offence, total;2017Q1;816
Ikast-Brande;Nature of the offence, total;2017Q2;804
Ikast-Brande;Nature of the offence, total;2017Q3;1226
Ikast-Brande;Nature of the offence, total;2017Q4;1921
Ikast-Brande;Nature of the offence, total;2018Q1;1758
Ikast-Brande;Nature of the offence, total;2018Q2;1367
Ikast-Brande;Nature of the offence, total;2018Q3;2196
Ikast-Brande;Nature of the offence, total;2018Q4;1824
Ikast-Brande;Nature of the offence, total;2019Q1;2322
Ikast-Brande;Nature of the offence, total;2019Q2;2420
Ikast-Brande;Nature of the offence, total;2019Q3;2908
Ikast-Brande;Nature of the offence, total;2019Q4;2089
Ikast-Brande;Nature of the offence, total;2020Q1;2077
Ikast-Brande;Nature of the offence, total;2020Q2;929
Ikast-Brande;Nature of the offence, total;2020Q3;469
Ikast-Brande;Nature of the offence, total;2020Q4;575
Ikast-Brande;Nature of the offence, total;2021Q1;799
Ikast-Brande;Nature of the offence, total;2021Q2;653
Ikast-Brande;Nature of the offence, total;2021Q3;642
Ikast-Brande;Nature of the offence, total;2021Q4;743
Ikast-Brande;Nature of the offence, total;2022Q1;560
Ikast-Brande;Nature of the offence, total;2022Q2;800
Ikast-Brande;Nature of the offence, total;2022Q3;1188
Ikast-Brande;Nature of the offence, total;2022Q4;1077
Ikast-Brande;Nature of the offence, total;2023Q1;988
Ikast-Brande;Nature of the offence, total;2023Q2;823
Ikast-Brande;Nature of the offence, total;2023Q3;836
Ikast-Brande;Nature of the offence, total;2023Q4;731
Ikast-Brande;Nature of the offence, total;2024Q1;749
Ikast-Brande;Nature of the offence, total;2024Q2;815
Ikast-Brande;Nature of the offence, total;2024Q3;719
Ikast-Brande;Nature of the offence, total;2024Q4;712
Ikast-Brande;Nature of the offence, total;2025Q1;649
Ikast-Brande;Nature of the offence, total;2025Q2;650
Ikast-Brande;Nature of the offence, total;2025Q3;892
Ikast-Brande;Nature of the offence, total;2025Q4;798
Lemvig;Nature of the offence, total;2007Q1;247
Lemvig;Nature of the offence, total;2007Q2;241
Lemvig;Nature of the offence, total;2007Q3;249
Lemvig;Nature of the offence, total;2007Q4;233
Lemvig;Nature of the offence, total;2008Q1;210
Lemvig;Nature of the offence, total;2008Q2;232
Lemvig;Nature of the offence, total;2008Q3;230
Lemvig;Nature of the offence, total;2008Q4;200
Lemvig;Nature of the offence, total;2009Q1;205
Lemvig;Nature of the offence, total;2009Q2;214
Lemvig;Nature of the offence, total;2009Q3;195
Lemvig;Nature of the offence, total;2009Q4;196
Lemvig;Nature of the offence, total;2010Q1;178
Lemvig;Nature of the offence, total;2010Q2;193
Lemvig;Nature of the offence, total;2010Q3;211
Lemvig;Nature of the offence, total;2010Q4;285
Lemvig;Nature of the offence, total;2011Q1;197
Lemvig;Nature of the offence, total;2011Q2;170
Lemvig;Nature of the offence, total;2011Q3;233
Lemvig;Nature of the offence, total;2011Q4;253
Lemvig;Nature of the offence, total;2012Q1;203
Lemvig;Nature of the offence, total;2012Q2;238
Lemvig;Nature of the offence, total;2012Q3;237
Lemvig;Nature of the offence, total;2012Q4;177
Lemvig;Nature of the offence, total;2013Q1;191
Lemvig;Nature of the offence, total;2013Q2;208
Lemvig;Nature of the offence, total;2013Q3;151
Lemvig;Nature of the offence, total;2013Q4;169
Lemvig;Nature of the offence, total;2014Q1;159
Lemvig;Nature of the offence, total;2014Q2;160
Lemvig;Nature of the offence, total;2014Q3;151
Lemvig;Nature of the offence, total;2014Q4;171
Lemvig;Nature of the offence, total;2015Q1;149
Lemvig;Nature of the offence, total;2015Q2;176
Lemvig;Nature of the offence, total;2015Q3;164
Lemvig;Nature of the offence, total;2015Q4;156
Lemvig;Nature of the offence, total;2016Q1;123
Lemvig;Nature of the offence, total;2016Q2;123
Lemvig;Nature of the offence, total;2016Q3;175
Lemvig;Nature of the offence, total;2016Q4;154
Lemvig;Nature of the offence, total;2017Q1;182
Lemvig;Nature of the offence, total;2017Q2;136
Lemvig;Nature of the offence, total;2017Q3;124
Lemvig;Nature of the offence, total;2017Q4;159
Lemvig;Nature of the offence, total;2018Q1;129
Lemvig;Nature of the offence, total;2018Q2;161
Lemvig;Nature of the offence, total;2018Q3;213
Lemvig;Nature of the offence, total;2018Q4;179
Lemvig;Nature of the offence, total;2019Q1;158
Lemvig;Nature of the offence, total;2019Q2;169
Lemvig;Nature of the offence, total;2019Q3;211
Lemvig;Nature of the offence, total;2019Q4;174
Lemvig;Nature of the offence, total;2020Q1;209
Lemvig;Nature of the offence, total;2020Q2;242
Lemvig;Nature of the offence, total;2020Q3;151
Lemvig;Nature of the offence, total;2020Q4;151
Lemvig;Nature of the offence, total;2021Q1;171
Lemvig;Nature of the offence, total;2021Q2;193
Lemvig;Nature of the offence, total;2021Q3;248
Lemvig;Nature of the offence, total;2021Q4;140
Lemvig;Nature of the offence, total;2022Q1;177
Lemvig;Nature of the offence, total;2022Q2;177
Lemvig;Nature of the offence, total;2022Q3;153
Lemvig;Nature of the offence, total;2022Q4;137
Lemvig;Nature of the offence, total;2023Q1;116
